,0
2026,"Excel happens to be still widely used, but the real value comes with R or Python. I honestly, have not conducted an anaylsis in Excel for years. As someone who is now hiring analysts, collaboration and reproducibility are just so much better in R or Python. Feel free ingest excel, but then compute in R or Python, and then output excel. In 2022…. Please, please don’t use MS Excel for analysis. Big red flag for a serious employer if ur showing off excel projects."
2027,"<a href=""https://www.youtube.com/watch?v=CC66RXeTn_4&amp;t=1m26s"">1:26</a> This is my biggest issue. I&#39;ve been doing end-user IT support for years....I really want to &#39;graduate&#39; to a more specialized IT role, but every time I get started doing cert prep for anything , I can&#39;t retain the info...by the time I get to chapter 4 I have no idea what I learned in chapter 1."
2028,"I wish I would found your channel sooner. My Excel and analytical skills earned me a promotion from an Electronics Technician to a Business Analyst.  I&#39;m currently building adhoc and self-serve analytics in Tableau. I&#39;ve completed 3 Python specializations on Coursera. However, I haven&#39;t used Python in a professional setting yet. Wish I would have learned SQL before Python. That&#39;s what I need now to advance to the next level."
2029,Thank you for these resources and road map :). This will help a whole lot so I truly appreciate.
2030,Thank you!
2031,"This is so wild Luke....you basically shared my personal learning roadmap. Started my DA journey in March 2021. Started with Google DA cert, then moved on to UC-Davis SQL Training, then the UC-Davis Tableau specialization. Already had previous working knowledge of Excel. I was able to use these courses to increase my pay by over 50% by quitting teaching and becoming a data analyst. Thank you for the recommendations on what are the best Python courses though, that is my next target. Suppose I can benefit from the Excel course too. Thank you for sharing these. Crazy to see how my own personal journey matched this video. Wish I had this video when I started, I had to compare and contrast on these courses on my own."
2032,i wanna change my job. how long does it take to i am able to get the 1st job? Thanks
2033,"I started in Jan 2022 and I finished the Google data analytics course in abt 12 days I really enjoyed the sql and R part of the course,but they&#39;re just basics which is good for a beginner like me but I&#39;m definitely continuing with your specialization courses.  Thanks alot man"
2034,"How about the course that I take are like Intermediate or advanced, because I focus to master each of my skills, at SQL, Tableau and Python"
2035,"Hey Luke, I&#39;m a Tech Recruiter now (former IT support/sys admin guy), however i may have an opportunity to join my company&#39;s Analytics and Intelligence team as an Analyst. Would you recommend th Google DA cert as my intro into the field?"
2036,Great video and its very helpful! I just wonder do i need to start first with Google Data Analyst and then with other courses?
2037,This guy really told us everything we have to do...respect (and subscribed) :)
2038,Senior always on point love your content. Could you pls help me fine my ground can I do Data Analyst without Database Tech
2039,"Hi mate ! how are you? I have been doing the Microsoft Certified: Data Analyst Associate, Do you think it is the same as google one? Or which is better  from your point of view .<br>Thank you so much"
2040,"If you&#39;re still having hard time finding a job or even just after the google certificate (and a portfolio of 1-2 projects), would freelancing a bit work better than more personal projects? <br>Cause it sounds as if it would be a bit more impressing that you managed to answer clients demands.<br>I&#39;d love your insight about this.<br><br>Overall i like numbers, statistics and data analyzing (amateur level, no certificates), also i love problem solving and making processes more efficient! It seems as if buissnes analyst might be the best option for me. Machine learning and ai might be the next step to think after a few years as buissnes/data analyst, but I don&#39;t think it would work without a degree, at least one haha<br>Thank you for your time :)"
2041,"Hi luke, and again thank you so much for all the informations, i&#39;m  new data nerd  from Montreal and I got my first course via coursera but I have a difficulty about ID Verification, every time they say picture note clear when , any idea? Thanks"
2042,Thx so much for this video! Just started the Data analytics course a few weeks ago and This video has me even more excited!
2043,This is perfect! Thank you so much 🙏. Very clear road map that should keep me busy for a while.
2044,"Hey Luke, firstly thank you for the great contents, I wanted to ask you few questions,<br>1. if I complete my Google analytics course and some other courses on course era and later cancel my subscription, will the finished courses will still be accessible later on?<br>2. As you have gained tons of experience in the field of data analysis, do you think pyspark and ELK stack will also be important skills as a data analyst?"
2045,"Hi, Luke  thank you so much for all advices , after many years as web developer i decide to start new challenge to become data analytics  and i&#39; m gonna  follow all your recommendation   i have a question about excel , is it important for data analytics to learn VBA excel or no?you deserve an oscar for all informations  thank you Luke"
2046,"in addition to learning the tools to perform data analysis, what basic knowledge is very supportive as a data analyst? Math? Stats? Or what? Thanks"
2047,After all doing all these courses your looking at a good amount of time worth of studying . Wondering if it’s worth doing all this work for no degree in return
2048,"If I like python with SQL Excel and power bi, ¿ I can get a job?"
2049,"Hi Luke! Thank you for all your great content. I am about to start a Sales position with an Artificial Intelligence startup. I&#39;d like to learn more about the domain of Data Analytics so I can speak to my customers more intelligently. Do you think the Google Data Analytics Certificate would be worth my time? Or, would it be enough to just stay up to date on all your videos? <br><br>For reference, my degrees are in Engineering and I&#39;ve spent the last 3.5 years in sales with an Internet of Things startup."
2050,Another GREAT informative video brother     Thanks 🙏
2051,Data Nerds! 💻👨🏼‍💻🖥 I&#39;m curious if you have data science jobs that DO or DON&#39;T RELY on a particular OPERATING SYTEM❓
2052,Everybody knows that Linux is the only proper way to go.
2053,"So basically,  the pros for Windows are: it supports everything, it does not need workarounds, and it is cheaper. <br>The pros for Mac are: &quot;I like Apple,  and with a few tricks it can work as well as Windows&quot;<br><br>Got it ;)"
2054,You could setup that your menu bar shows up on fullscreen and set your apps on fullscreen then. This way you maximize your 16“ real estate.
2055,just get an external ssd or use bootcamp
2056,"Hi bro, I am at beginner level and want to learn Ms Excel, Power Bi, SQL &amp; Python. Where to start? &amp; which online platform should i use to learn them?"
2057,Would you recommend a Microsoft Go to get started?
2058,Why settle for less? Get Linux 😂
2059,"Hey, Thanks for the video Luke. I am just starting out to learn data analytics and was thinking of maybe getting a MacBook but this video helped."
2060,Hi. What do you recommend For stata ana spss? The MacBook air continue been your choice..?
2061,"I love that <a href=""https://www.youtube.com/watch?v=U4vh2EClJic&amp;t=2m49s"">2:49</a>  &quot;data nerd&quot; has become a unit of measure for this channel 🤣"
2062,How come you don&#39;t have a Apple Watch to complete the Holy Fruit Trinity ?
2063,"No, it doesn&#39;t mean Macs are more likely to be selected for data science. It just means relatively more Mac lover data scientists watch your channel. it&#39;s called selection bias, you can&#39;t compare your poll to a nationally representative survey. Anyhow, still an  interesting video."
2064,"The 2 biggest factors for Windows dominance: Corporate culture and software suport, and the corporate culture ensures that dev companies aways prioritize windows, so its a loop. And from the tools you used as an example, I&#39;d say the only reason you&#39;d use them is corporate culture. SQL Server isn&#39;t a big deal, so is power bi,  but you can&#39;t choose if the company you work for decides for you. I&#39;m not a data analyst though, so maybe I&#39;m wrong."
2065,"Hey Luke, thanks for your videos they’re awesome, just wanted to ask you if you know a way you could recommend or do a video on how set up MSSQL Server working in M1 MacBooks"
2066,&quot;half a data nerd&quot; 😂
2067,"Maybe as a data analyst windows is better, but for data science and engineering, linux and Mac are way better due to ease of installing things with apt and home brew. And the fact that working on the terminal helps you working in the cloud as well!"
2068,Linux all the way. The power of the terminal + the price of a normal PC!
2069,"Poll is biased because more people have windows laptop. If you will adjust for that bias, it will be 1:1. I myself use windows but I think new mac with m1 looks great as per reviews and I might opt for that when looking for my next laptop."
2070,"Some problems are that you polled your audience which may be skewed toward mac. Additionally, you used the general world statistics for your control group. If you audience is predominantly from USA, then the control market share for macos is higher."
2071,Yea but actually no :/ I could only afford the  8gb M1 MacBook air. Aaaaand it heats up and dies on my most intensive tasks.
2072,Yeahh will you deliver to india
2073,Give it to me.
2074,I can buy it. But i can only pay the price of a macbook air at max🤣🤣
2075,It’s all fun and games until tensorflow gets apple silicon support
2076,"Cool. Carry out some more tests 😀 would be helpful for someone like me, who&#39;s planning to buy M1"
2077,How can I test this code on my PC?
2078,"Here a m1 air user, don&#39;t buy it if you are going to do heavy work there. Especially with 8gb of ram, it slows everything down a ton, if you get it, at least get 16gb of ram.<br><br>It also throtles sometimes"
2079,$50!!!
2080,What test did you ran? Was it like generating a sequence? Comparing only CPU? Or was it also drive speed?
2081,Should a person go for 8gb or 16gb varient?
2082,😅👍
2083,Can I buy the Mac?
2084,"Anyone has comments about the ram tho? My 16gb windows laptop is like 90% all the time, also I hate swap."
2085,Run a parallelised code. <br>Serial code will take similar time even on a super commuting cluster
2086,I’m still confused someone please help on choosing the right one for a graphic designer/video production student please
2087,"I&#39;ll buy Your M1 Max for $1,300.00 if You don&#39;t mind   <b>smiles</b> 😊"
2088,I offer 1k for the useless m1 max.
2089,CPython is the master in concurrency
2090,"no the best code in all of history is clearly JS,"
2091,I found your video while looking for a laptop for college as I will be majoring in Data Science. Do you think a MacBook Air 16 RAM/1 TB will be enough or should I get a base model MacBook Pro 14? Or should I wait for the M2 Air?
2092,"I found your video review by chance and my immediate reaction, as someone who frequently needs to do substantial data processing using Excel (and is beyond frustrated with Windows laptop performance), was &quot;at last !&quot;. Trouble is, the Excel section of your review was (paraphrasing) &#39;pretty good, but use a Windows machine is you need some specific functionality&#39;. This tells me almost nothing about the capabilities and relative performance of an M1 Max/Pro, either versus Windows machines, or versus the standard M1 chips. With Excel having such a huge user base I thought you&#39;d cover the performance of this software in far more detail."
2093,"Thank you for your clear and understandable video. This is exactly what I was looking for. Currently I started my job as a data scientist/analyst, and I am considering to get M1 Pro 14 base model w 1TB. What I&#39;m wondering now is if I would ever need to upgrade memory to 32gb. Do you think either 32gb memory or advanced cpu and gpu option is worthy enough to spend about $400 as a rookie in data science? bcs this option isn&#39;t cheap at all it&#39;s so hard to choose;)"
2094,&quot;Max is overkill&quot;.....as I purchase a 17in Razer blade with i9 12th gen 64gb ram and a 3080. When Google Collab would more than suit my needs. 🤣
2095,Found exactly the video that I was looking for. Explained to the point covered everything that i hoped for being a Data Analyst. Thanks for the video. I think I&#39;ll go with M1 13inch pro. Thats more than enough. No point in getting m1 pro and max
2096,"This is 2022. Not sure why YouTubers are even testing laptop GPUs when we have cloud GPUs for free or almost free. Don&#39;t think anyone is going to be training on the Nile River with no WiFi. And people need to stop comparing battery life too. No one has ever needed to work 17 hours straight on a laptop without power. Maybe 8 tops.<br><br>p.s, Rosetta2 ≠ &quot;fully supported&quot;"
2097,"Got a new Macbook Pro 14 base model to start studying data analytics, picking up tomorrow, can’t wait !"
2098,watch this video in 1.25x speed
2099,"A really well-explained video, Thanks!"
2100,"<a href=""https://www.youtube.com/watch?v=1sQDJSQBUe4&amp;t=15m54s"">15:54</a> :D:D"
2101,Can I use windows most of the time on the base M1 Air 8GB for beginner development/data analytics through Parallels without any issues as if it&#39;s simply a windows laptop?
2102,the ports coming back for the m1 pro is tempting me very much lol
2103,Excellent video! Covered everything nicely.
2104,"Hi Luke, I&#39;m planning to get a macbook but I&#39;m still confused if to get 13&quot; M1 or 14&quot;M1Pro. I&#39;m using VSC, VS, MqSQL, MOngoDB, Adobe XD, premier, illustrator, photoshop and  some jetbrains like webstorm. Would you recommend M1 to handle all these stuff? I&#39;m a budget conscious and M1Pro is bit stiff for me. I appreciate your thoughts and recommendation. Thanks!"
2105,Great breakdown. Sadly all the mac book pros are out of stock for like the next two to three weeks...
2106,What I was looking for. Perfect. You got a sub.
2107,Were you able to get Windows 10 working under Parallels for the M1 Pro or M1 Max systems?  I am under the impression you have to use Windows 11 to work under Parallels on these chips.
2108,SD card slot and HDMI are not PRO they should be standard!! Good video otherwise.
2109,considering they are gonna upgrade to M2 MacBook next Spring.  better wait few months
2110,This was the perfect review for me. Thanks so much!
2111,"Hi Luke, I hope you are doing well.<br>I know that it is motivating for content creators that subscribers share stories, so this is a short version of mine.<br>I am currently a Bioengineering student in Buenos Aires (Arg) and I have always been interested in the world of data science. Thanks to your channel I was able to structure a path to follow in order to combine these two skills and fulfill myself as a professional and a person.<br>Thank you so much for everything !<br>Agustin."
2112,Nice looping! Great content as always
2113,"Hi luke, i just want to ask you about the remote jobs opportunities for data analyst , is it possible for a foreigner (from Algeria) to get a remote data analyst job in the US !!! <br>Thanks for answering"
2114,Where can I get the projects? Any website in specific?
2115,What do u eat in a day?
2116,@Luke Barousse  can i ask you for your opinion about practicum yandex data analyst certificate
2117,you are great one
2118,I dont care if this is an Ad. Cursera is freaking good and is worth it
2119,Today I’m Thankful for your content!!! 🦃🦃🦃
2120,"Hi Luke, One of the things I struggle to grasp is how to use our tools and skills to make recomendations to employers. A lot of the time Employers don&#39;t know what the data means and its our Job to determine what the data means. What&#39;s the best way to learn this skill outside of real world experience? Or is that the only way?"
2121,Just a Short Question: Are your working as a Data Analyst and want to become a Data Scientiest? Or are you just learning Skills Form Data Science to be a Better Data Analyst?<br>I know the skillset is quit similar but was is your Motivation?
2122,Lets start building some basic projects.
2123,hey luke as a starter should i go directly to google data analytics  course can you give road map to me i know mysql and java
2124,"Hi Luke I was wondering is the new m1 Mac mini 16gb good for data ankyst work, are any software or tools you use not working on m1?"
2125,"Great video Luke! :) I also am a big fan of Cousera, as well as Datacamp!"
2126,"Hahaha I feel this! Got my degree in data science, work as a data analyst but trying to learn skills of a data engineer! Think I like the data analyst and engineer part more too! Great video!!"
2127,jajajajajjaja
2128,"Holy hahahahaha now im seeing that im also interested in data engineering, so i guess ill take some courses on both and have a wider experience haha"
2129,"&quot;6 months. Minimum.&quot; This was so insanely accurate, I kind of cried a little"
2130,This is brilliant! Thank you for all of the work you put into the channel because you&#39;ve been a fantastic resource as I continue to work toward transitioning from education to data analytics. You rock sir!
2131,😂😂😂
2132,What the Fu**!!!! LOL
2133,I damn near fell out when you had The data engineer in the closet 😂😂
2134,I love Dags XD
2135,"At least consider Andrew Ng and Fei-fei Li in the frame pictures, the fake data scientist!"
2136,You should def do tech reviews and data course recommendations for people unfamiliar with the field. They would be a blast!
2137,OMG I just saw this HAHAHA I am greatly honoured
2138,Jajaajjaajajaa ❤️
2139,I LIKE the new guy!!!! . . . . . . . buuuuuuut 🤔 . . . . wasn&#39;t there ANOTHER guy locked in the closet? 🙄
2140,"I have done my <a href=""http://b.tech/"">b.tech</a> Mechnical in 2015 but no experience so iam able for data science. Please Help me"
2141,Sorry your not getting anything done without the project manager and business analyst. ☺️
2142,this shit is so funny :((((((((((
2143,"Congrats again on the 100K, Luke! This video cracked me up. The facial expressions killed me. 🤣"
2144,"I like your videos , it&#39;s really amazing and useful to me"
2145,Nice!!!
2146,Where do you usually go to collect data for your data science projects? 👨🏼‍💻📊🤖📈
2147,Hey Hi Luke Add more videos I like your explanation and you are doing nice work.
2148,"Very cool - i actually wanted to download my connections skills for a data science project, but got too busy with work  . . . but i would realy only need a 1-time download, i think?  idk, thanks for reminding me of this project idea anyways!"
2149,Thts amazing.  Motivates me to do the same
2150,You look like the brother of Kalle Hallden
2151,How much time do you put into these projects including the googling and the learning?
2152,Once i used to slow down abit  the script so that i could avoid recapcha
2153,"Some very interesting points around click wraps, etc... Keen to see where you take this one."
2154,I was actually thinking about doing something similar earlier this year and was excited to see that LinkedIn had an API!  Now it&#39;s been too long and they got rid of it which makes me disappointed.  They made that change just this year.
2155,Do you have a WhatsApp bot?
2156,How can I contact you if I want you to <br>A bot for me?
2157,"Funny coincidence… last semester during a project i was also scraping job data for jobs with the search terms: data governance, data culture etc. and i encountered exactly the same issue. Now this video pops up :D"
2158,Is there any site other than google to get a free data analysis course from with certificate ?
2159,This is a great followup to the earlier video. I&#39;d hoped when you posted the previous video you would follow up with information on ethically dealing with the TOS limitations on various sites.  Looking forward to further followup.
2160,Dude you look like DR house
2161,but I still dont know how LinkedIn discovered that you use scraper. maybe you access too frequently ? scroll too fast? or your access is python request?
2162,"The data is publicly available without logging in to LinkedIn. However I noticed certain filter fields like easy apply, and experience level and unavailable."
2163,that was the coolest thing i have ever seen
2164,I saw an &quot;entry level&quot; data analyst job that required 6-8 years experience!
2165,"Thanks for sharing Luke, I am also building my internet scraper to gather house data, hope I do not run into similar banning issues!! 🤞"
2166,"Have you heard of (or even used) this new feature on LinkedIn?<br><a href=""https://www.linkedin.com/services"">https://www.linkedin.com/services</a>"
2167,"Could you do a follow up on how to market pricing? I’ve been interested in getting into this on the side, but have always been unsure on pricing depending on the various factors/requirements. Thanks!"
2168,Congratulations on the subs man. Been here for a long time. Can’t wait to watch you explode.
2169,Holy MOLY. <br><br>Competition… oh man… gotta work hard.
2170,Made it to 100k subs!!!!! Congrats! That’s a pretty hefty group of subs!
2171,I can&#39;t see this option in my linkedin app
2172,Damn- This feature will greatly boost LinkedIn&#39;s potential. Epic Short Luke!
2173,What is your DREAM JOB in data science?!? (.....or favorite Mario character... 🤣)
2174,"For data analytics content creators, your videos are the best produced and most objective on YouTube."
2175,Thanks for the video. It is very informative.
2176,"I can&#39;t thank you enough<br><br>I&#39;m kinda still a student, but I&#39;m extremely terrified of the idea &quot;being an adult&quot; and &quot;go to job&quot;<br><br>I really need to understand, and that&#39;s how I find this lovely video of yours<br><br>thanks"
2177,"Nice work Luke, this was orchestrated well and nicely curated by you. I appreciate how you blended the various experiences, topics and trajectory of each participating interviewee."
2178,"Hi Luke, Thanks for this informative video. Can you create more content about data managers or data strategists? It sounds like they do project management for analytics work? I’d be keen to know the skill sets that folks like them need to succeed, the challenges they face, and what they do everyday at work. Thanks again."
2179,Wow pretty concise video. Subscribed.
2180,Thorough and well put. I liked.
2181,"this is very helpful, keep doing the great work mr.luke"
2182,You reference Coursera in multiple videos<br>What&#39;s your take on ther CS BSc via UoL?
2183,This video deserves more views
2184,so basically data scientist in data science is like the full stack engineer in software engineering
2185,So glad I found your channel!
2186,"I started studying data science a few months ago and I realize that now I understand what a data scientist says, I feel like I have passed a step, it&#39;s very satisfying."
2187,"Great insight, appreciate your video."
2188,Very well simplified. Thank you sharing this content
2189,"Thank you for creating this awesome and informative video! I’m about to graduate next month and am still trying to figure out what type of role I wanna work toward, so this was really insightful and encouraging! I appreciate it! 😁"
2190,"Just as a data point (made a throwaway for privacy), I&#39;m an incoming Data Analyst with 1.5 YOE making $100k a year. For aspiring analysts, don&#39;t let salary get in the way if that&#39;s what you want to do. The market wants them."
2191,Great video Luke. I enjoyed it!
2192,"this is a very comprehensive, thank you!"
2193,i depend on you with the m1 pro/max review since are the only one i know who test programming apps
2194,love from india💖
2195,"Hey Luke, cover the macbook m1 max, pleaseeeee"
2196,Hi luke what do you think i have to focus if i want to become an it security and compliance analyst. Please help me because i don’t know where to start.
2197,it&#39;s been 3 weeks since you uploaded this video. hope you are well.
2198,I like where you&#39;re going with this!
2199,How do you look up credible data to import?
2200,Thank you for the recommendations.<br><br>:)
2201,Great video! Can&#39;t wait to for the next part!
2202,So helpful Luke!  Thanks!
2203,"HAHA, what a fun and informative video as usual.<br>Can&#39;t wait to utilise your advice."
2204,Sweet as*! You&#39;re less than 10k subs away from that 6 digit subs! Congrats in advance Luke!
2205,probably my most viewed channel. im very much interested in this and mainly the tools used. so can there be a detailed step-by-step guide on how the tasks are carried out?
2206,Awesome video Luke! Looking forward to seeing the next videos of the series!
2207,I recently made a mistake and got a dataset before I hopped on a plane ride and started to clean the data once the plane took off. I thought it would be a quick and easy Tableau project but I had more questions and needed to look up how to somethings in Tableau. Lesson learned.....
2208,"If you really want to stand out, build a simple pipeline that takes financial statements from your financial regulation agency and put them in a T-SQL database.<br><br>Things you’ll need:<br><br>1. a database hosted locally.<br>2. links to the datasets.<br>3. Python and specially SQLmodel<br>4. Some tool to query the data, either VScode or DataGrip.<br><br>That will show potential employers that you now how to parse and pre process data from the web and do sth good with it."
2209,Thank you Luke. Will be following this series. Currently learning python for analytics after following your channel for some months.
2210,What a great channel for us rare few that enjoy data. I’m working to leave my current job and go get my masters in data science. Wish me luck Luke :)
2211,"Luke&#39;s video pops, <b>grabs popcorn</b> Awesome stuff. Super helpful!"
2212,"Love this channel.  I&#39;m really excited to get back to Data Analytics. I&#39;ve been taking care of my dad (dementia) he is no longer with us. So now back to focusing on the Analytics. I&#39;ve got a background in management, real estate, and government contracting."
2213,"I learned Python before R, and based on my experience, the choice of programming language depends on the type of data objects I am working on. For example, sequence objects like ‘strings’ are very well handled in Python; there’s just so much you can do with it, like with parsing DNA sequences or text files from the web. User-defined functions that contain loops are also not a problem in terms of memory allocation. Python scripting is also used along with the ‘image‘ processing tool FIJI. However,  for manipulating and visualizing tabular data, R is just more elegant for me. I’m still new to R, but I find ‘data frame’ objects more easily accessible and visuals easier to code and just look more stunning in R, plus you can do all sorts of statistical analyses. However, since R uses ‘vectors’, e.g. a string is considered a vector of length 1, I’m just not yet so sure how much you can do with strings or how inefficient it could get as compared with Python."
2214,says the guy wearing a shirt telling you he is/was a marine....
2215,"for a data analyst, R is not enough, R is better"
2216,"I am a python fanboy, but just learn both."
2217,"For some, in data analytics, learning Python may very well be an unneeded distraction, when R is so much more to the point. Learn the one language you need, and learn it well. Google just might have it right here."
2218,BI and such are excellent until it becomes time to share. As being proprietary they gum up the works when attempting to share interactive works. R has excellent visualisation and is open source solving both problems with a web page. Why waste time??
2219,"R is definitely easier to get going with, when compared to Python. Python is less intuitive if you&#39;re not already programming in another language."
2220,I lost you at “data”.
2221,come on python fanboys data analysts mostly do reporting for c level and exactly this is working much better with R libraries than python. ML is not this important here.
2222,Sometimes you say the same things again and again 😟. Overall very informative but editing can be better.
2223,Great objective video!
2224,I love your content!! thank you very much!!!!
2225,"JavaScript is easiest to learn, compared to python, imo. Especially when you write a function with def instead func, thats counter intuitive. Or when there are no braces just tabs to indent code. You accidentally push the code by one space and the entire block doesn&#39;t execute. JS also gives you immediate visual reward by running the code in your browser or just console log it"
2226,Shiny is a big advantage to R over Python.
2227,Thank you Luke for all the good stuff.
2228,There are many entry level DA job just let you do the data validation and SQL part. Don’t worry too much about R/Python. Eventually your job will force you to pick up both lol
2229,Should I learn Python or R for business analyst?
2230,LOL @ &quot;once I understood that R is barbaric&quot; i died laughing
2231,"I once wrote a program in  R and it took 40 minutes to process 200+ CSV files and this was not acceptable.  I re-wrote the program in python and it completed the task in 3 minutes.  I then put R aside and specialized in python.   Be good in one language R/python but really good.  it is better to be good at one language really well than being a master of none :) .  R script is a little simplier than python but  once you get familiar, python is fun and powerful"
2232,What are you doing to showcase your experience?
2233,"I love this video, so inspiring. Thank you Luke."
2234,Did these folks have college degree? S
2235,El Maestro! Bravo!
2236,I have my masters and decided to make a career change  currently doing the Google data analytics certificate and this video helped me out alot was worried when I saw job ads and everyone wants exp and I&#39;m like is this entry level
2237,Loved this video
2238,&quot;I&#39;ve been watching YouTube videos on data science for two years is that enough experience?&quot; 😂
2239,"Ohhhhhhh, you were a submariner office. That explains soooo much lol. I spent 11 years in the Navy (OS1), got my degree in math. I didn&#39;t do an internship so I started off as an assistant PM. Worked my way into the position of a BI analyst. Did great in that role, moved into new position and was able to identify a big issue in my company and solved it for them. This opened me up to my current role doing doing data science thingy&#39;s for our revenue arm. If you can show that you can make money for a company, the sky is the limit. Now I&#39;m like an officer in the Navy and barely work for a living :)"
2240,Your videos are so much useful to people comparing to other viral videos on Youtube! I hope you know that!!
2241,great
2242,Where can I find end to end data science project tutorials?
2243,This was a very valuable video.
2244,Can you do freelance as a Data analyst ?
2245,dude...thanks. subd
2246,"Hey Luke, do you recommend Udacity Data Analysis Nanodegree for learning and creating a portfolio? I’ve seen a lot of people saying that it’s a big opportunity to learn and also create a portfolio and land a job. Thanks!"
2247,nice content
2248,"I really Needed this video, Thanks Luke"
2249,Thanks for putting this together Luke! I didn&#39;t know it was already out!
2250,"Hey Luke! First at all, BIG Thank You for this Awesome content! I am working in a career change from IT Project Management to Data Science-Data Analytics. I was feeling really lost until I found your channel ! it has provide me gold information and guidance about my next steps, this is one of the best content available for sure. If possible I would love to learn from you about the main differences between a data scientist and data analyst (analytics). This is still a bit confusing. Keep it up and again, Thank You!"
2251,I have studied statistic can i become a data scientist ??
2252,Do you have a portfolio website to share? Drop it below 👇🏼
2253,This is a great video.. You have inspired me to pursue Data Analysis.
2254,Great content Luke! I&#39;ll be creating my portfolio website soon!
2255,"I love your video, easily understand. Thank Luke!"
2256,"Oh shit man, I spat out my coffee when I saw you spit out your coke 🤣"
2257,"Your videos are so clear, concise and to the point."
2258,This is great; thank you.
2259,Superb advice 😎
2260,"Hi sir saw your website, very well defined with lots of info.<br>Sir I am using my phone most. And I don&#39;t have laptop currently, so what platform can I download to learn python"
2261,"Very informative, beautiful video especially the WordPress part. Please make a video on WordPress."
2262,"Amazing recommendations, Thank you so much Luke"
2263,"While I agree the upfront time to design a website from scratch is non-trivial, a cleanly designed, template-based, static website generator built from scratch can be a time-saver long-term. The website can serve a dual purpose: a professional-looking on-line presence demonstrating communication skills, and a unified platform to showcase your projects. Additiionally, it is surprisingly easy to deploy a self-hosted, low-resource git server for your domain."
2264,"Спасибо, очень понравилось :)"
2265,I&#39;m building a portfolio in this weekend.
2266,"Amazing website, clean and neat!"
2267,Great Channel man. =)
2268,Awesome! Thanks Luke. Just the info I was looking for!
2269,Right on time! I need this!
2270,"Such a great one, like 99.9% of your videos! Thank you so much:)"
2271,Thanks for all of this information Luke!! I have been working on my portfolio for over a week now and have been struggling to find the right design. Knowing the basics a portfolio website should includes really makes it easier for me to narrow it all down!
2272,DATA NERDS! What project are you currently working on for your portfolio (or job)?
2273,"You never disappoint with your contents, thanks so much Luke! And to your friend too :)"
2274,Brilliant. This is valuable. Thank you 🙏🏾
2275,Thanks Luke. Great content as always
2276,I just discovered this channel now and I want to watch more and more videos from it 😅 thanks a lot for this quality of work! 👏
2277,"Hey Luke,<br>Thanks so much for this video it was really helpful for a self learner like me."
2278,Could you make this vedio as a podcast (like the whole intraction)
2279,Very nice and informative video that clearly outlines how should one go about building your data science portfolio. Thanks for sharing !!
2280,"super helpful for an aspiring &quot;data professional&quot;! (Data analyst or Data scientist or Data engineer, TBD)  Thank you!"
2281,Tai Lopez? 🤣
2282,i have been collecting data of my sets at the gym. i have made a notebook for it. i might end up making a data story for it.
2283,Amazing useful video! Thanks!
2284,Amazing content! You got a new follower :)
2285,"Very Informative video, Thanks"
2286,This is so helpful!
2287,Unfortunately thats not how it works in my country. We apply using system. But the system itself will divide you into categories what jobs you can apply base on your education level and what is your education background
2288,Good resume means nothing if you can&#39;t pass the first round coding challenge.
2289,It&#39;s just pronounced jango the d is silent. Dont want anyone having an awkward moment in their interview when they say da-jango and the interviewer corrects them.
2290,"Excellent video! Highly recommend everyone not just to do projects for jobs but for their own learning experience. At the beginning of this year I wanted to learn to build apps in Shiny and ended up building one to predict how long it will take to learn a piano piece based on its difficulty, length, genre, etc. This was possible because I compiled over 1,200 hours of practice (by piece) in the last 3-4 years so thought Id make use of it. It also taught me how to use APIs to get that data which the titanic dataset doesn’t really teach so yet another point for personal projects😅 Not only that this was always a topic when I interviewed for DS roles but I also submitted it to the R Studio annual contest and won a notable mention. This is not the grand prize or anything but I was competing against full time shiny developers as someone that learnt this on the side for a couple months so was pretty proud of myself lol"
2291,it’s pronounced data not data
2292,Really nice 🤣
2293,that database tragedy tho... freaking real lol
2294,jejejejej
2295,"Dude, I&#39;m currently a Data Science major student, and you are scaring the sht out of me 🤣"
2296,That&#39;s so true !! How could all of this happen exaclty with me? hahahaha
2297,"Damn, when i got this job i expected ay least someproject introduction as your “reality” they just told me, there is the project and we need this for tomorrow"
2298,Nice video...so funny too🤣🤣
2299,Do data analysts also build models as well ? I thought this was something scientists did ?
2300,"um, no comment"
2301,Looking for Alex&#39;s comment
2302,This applies to 99% of other areas in business with 99.99% precision.
2303,I absolutely love your channel. Definitely hitting some pain points in my new role right now lol.
2304,"Module not found, interesting."
2305,It’s so reeeeeaaaaaaaaaaaaal jjajajajaj ❤️
2306,Hahahahahahhahaha!!!!!!!!!!!
2307,&quot;That was so easy to connect&quot; HAHAHHAH
2308,"Are you telling me, that there is not pristine clean data at our fingertips? But, but, but... marketing said...."
2309,"<a href=""https://www.youtube.com/watch?v=78LMtFItAdw&amp;t=5m17s"">5:17</a> need to pip install first...hahahaha HARD RELATE"
2310,You pretty much describe d every corporate job.
2311,lmao this was so relatable. i spent a whole day once trying to connect to the database and it turns out they hadn&#39;t added me to the file with the credentials
2312,What&#39;s your tactic for staying motivated in your data science journey?
2313,Hooyah!!!
2314,"Broken code, bugs are part of our life. Fortunately you have youtube with kind people sharing tutorials"
